lake,date,mean_cyano_index,max_cyano_index,mean_ndvi,mean_ndwi,percent_water
Amatitlan,2025-01-28,50.436764532370994,191.52932270299246,-0.19904556762416584,0.4241065335630417,37.25043402777778
Amatitlan,2025-04-15,126.81194233217153,284.1953219993832,-0.19042675781459867,0.41809288227882996,37.27213541666667
Amatitlan,2025-04-28,128.06349877421633,282.12867876898065,-0.19349357746238405,0.41868714785852124,37.42404513888889
Amatitlan,2025-11-24,28.53406805076326,127.62172964917279,-0.19221130630088037,0.4214500980058188,37.27213541666667
Amatitlan,2026-01-08,52.57080369448063,185.79208509096046,-0.19600668907922295,0.4217720189690805,37.40234375
Amatitlan,2026-02-02,79.07634670708391,250.55055700247658,-0.19561810432083984,0.42209626511568604,37.31553819444444
Amatitlan,2026-02-07,78.1288692163334,231.97729766395253,-0.19388676297749854,0.4191384860383628,37.42404513888889
Amatitlan,2026-03-29,105.68871469792217,250.7485595648754,-0.19650867559992488,0.42304374307788367,37.34809027777778
Amatitlan,2026-04-13,125.21721780878974,308.52020515695887,-0.19347527910193452,0.4204998717348865,37.58680555555556
Amatitlan,2026-04-28,137.37581204757095,302.9921728802597,-0.19915910073872117,0.4244665930336278,37.41319444444444
Amatitlan,2026-06-19,155.55188332501683,311.26143527538903,-0.19954933363316313,0.4242912708149,37.31553819444444
Atitlan,2025-01-18,29.941097475918586,142.85251307400532,-0.195074681482126,0.42093353809993156,37.5
Atitlan,2025-04-13,79.13844152038332,239.07253925027516,-0.19826575109480674,0.4234901831562533,37.45659722222222
Atitlan,2025-05-13,91.73577789526003,325.79234985627244,-0.19255965963947486,0.41994488825789233,37.29383680555556
Atitlan,2025-07-17,71.59856284023755,202.03430429094072,-0.19050798610658062,0.4209853891253073,37.31553819444444
Atitlan,2025-11-21,20.238232507242376,93.6528700067214,-0.19525716955442549,0.4209265166599716,37.47829861111111
Atitlan,2025-12-29,23.345746718895178,134.40836363734576,-0.19907499139166587,0.4241954584048315,37.28298611111111
Atitlan,2026-02-12,45.931218060495475,172.77543122877088,-0.19811367125388793,0.4242965384385454,37.32638888888889
Atitlan,2026-03-24,68.94053811674347,192.2082297474446,-0.1965644748668437,0.421150514755919,37.34809027777778
Atitlan,2026-04-13,78.76293596609095,221.43993733220213,-0.19493350922808445,0.42137210231419414,37.31553819444444
Atitlan,2026-04-28,86.80897830992667,271.4329466282227,-0.19834597086108333,0.42287327264088037,37.28298611111111
Atitlan,2026-07-22,70.68602871888737,222.0979570284228,-0.19826928798894863,0.42207341699771017,37.5
